"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"FC","2024-09-01","92.7","-2.27","5.71","Schwellenbach, Spencer",547180,680885,"single","hit_into_play",,,,,6,"Bryce Harper singles on a line drive to center fielder Michael Harris II.","R","L","R","PHI","ATL","X",8,"line_drive",2,2,2024,"0.22","0.74","0.41","2.43",,,,0,4,"Bot",145.52,70.76,,,,,6.444273028850602,-134.96575340187192,-4.279841276723734,1.378407504920017,27.00492216191896,-22.338790258861636,"3.19","1.66",281,"98.8",16,"93.8",2368,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.8",0.609,0.64,"0.9",1,1,0,4,29,5,"Cutter",0,2,0,2,2,0,0,2,"Infield shade","Standard",203,"0.047","0.427","73.8","6.7",0.887,"-0.427","98.8",-2,-2,"0.3","0.3",24,31,24,32,2,1,5,1,6,2,"1.89","-0.22","0.22","34.4"
"FC","2024-09-01","94","-2.31","5.7","Schwellenbach, Spencer",547180,680885,,"ball",,,,,11,"Bryce Harper singles on a line drive to center fielder Michael Harris II.","R","L","R","PHI","ATL","B",,,1,2,2024,"0.14","0.94","-0.52","3.85",,,,0,4,"Bot",,,,,,,4.375716114193174,-136.99018591767626,-1.2568804448770257,0.8790724533311729,26.755355510529668,-20.171633344660535,"3.03","1.72",,,,"95.2",2435,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.86",,,,,,,,29,4,"Cutter",0,2,0,2,2,0,0,2,"Infield shade","Standard",195,"0","0.036",,,,"-0.036",,-2,-2,"0.3","0.3",24,31,24,32,2,1,5,1,6,2,"1.61","-0.14","0.14","33.1"
"FF","2024-09-01","96.8","-2.34","5.66","Schwellenbach, Spencer",547180,680885,,"ball",,,,,11,"Bryce Harper singles on a line drive to center fielder Michael Harris II.","R","L","R","PHI","ATL","B",,,0,2,2024,"-0.49","1.29","-0.74","3.76",,,,0,4,"Bot",,,,,,,5.423444817348062,-140.89286790430052,-2.512407390785302,-7.669777246535868,30.58693187132031,-14.644691201971648,"3.06","1.69",,,,"97.6",2354,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.89",,,,,,,,29,3,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shade","Standard",223,"0","0.021",,,,"-0.021",,-2,-2,"0.3","0.3",24,31,24,32,2,1,5,1,6,2,"1.14","0.49","-0.49","32.7"
"FF","2024-09-01","96.2","-2.34","5.68","Schwellenbach, Spencer",547180,680885,,"foul",,,,,3,"Bryce Harper singles on a line drive to center fielder Michael Harris II.","R","L","R","PHI","ATL","S",,,0,1,2024,"-0.55","1.36","0.4","2.75",,,,0,4,"Bot",,,,,,,8.531858171604178,-139.78380331527916,-5.297576707341429,-9.080648884750609,30.19965257678432,-13.277603539871372,"3.19","1.66",,,,"96.7",2272,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.91",,,,,,,,29,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shade","Standard",220,"0","-0.049","72.2","6.7",,"0.049",,-2,-2,"0.3","0.3",24,31,24,32,2,1,5,1,6,2,"1.1","0.55","-0.55","31.9"
"FF","2024-09-01","95.6","-2.42","5.62","Schwellenbach, Spencer",547180,680885,,"foul",,,,,7,"Bryce Harper singles on a line drive to center fielder Michael Harris II.","R","L","R","PHI","ATL","S",,,0,0,2024,"-0.72","1.11","-0.52","1.82",,,,0,4,"Bot",,,,,,,6.668376807020222,-138.96675070721113,-6.932283840022241,-10.755120870072393,30.632866592580044,-16.38815311704098,"3.19","1.66",272,"86.2",46,"96.1",2293,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.88",,,,,,,,29,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shade","Standard",218,"0","-0.033","73.1","7.5",,"0.033","88.0",-2,-2,"0.3","0.3",24,31,24,32,2,1,5,1,6,2,"1.38","0.72","-0.72","33.8"
"FC","2024-09-01","95.7","-2.3","5.67","Schwellenbach, Spencer",607208,680885,"strikeout","swinging_strike",,,,,6,"Trea Turner strikes out swinging.","R","R","R","PHI","ATL","S",2,,0,2,2024,"-0.17","1.14","0.32","2.64",,,,2,3,"Bot",,,,,,,7.370689838664179,-139.27148820586964,-5.011550387575304,-3.7645984917977184,28.908424055194168,-16.419570370639534,"3.44","1.72",,,,"96.7",2389,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.79",,0,"0",1,0,0,,22,3,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",210,"-0.013","-0.061","65.1","6.7",,"0.061",,-1,-1,"0.384","0.384",24,31,24,31,2,1,5,1,6,2,"1.34","0.17","0.17","34.2"
"FC","2024-09-01","95.2","-2.37","5.68","Schwellenbach, Spencer",607208,680885,,"swinging_strike",,,,,2,"Trea Turner strikes out swinging.","R","R","R","PHI","ATL","S",,,0,1,2024,"-0.12","1.19","0.06","3.23",,,,2,3,"Bot",,,,,,,6.7112837814126305,-138.51472940234612,-3.50818844907991,-3.0127383964052226,29.804277768569758,-16.22477433845941,"3.44","1.72",,,,"96.1",2371,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.75",,,,,,,,22,2,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",204,"0","-0.022","70.0","7.4",,"0.022",,-1,-1,"0.384","0.384",24,31,24,31,2,1,5,1,6,2,"1.32","0.12","0.12","33.0"
"FF","2024-09-01","97","-2.39","5.7","Schwellenbach, Spencer",607208,680885,,"called_strike",,,,,5,"Trea Turner strikes out swinging.","R","R","R","PHI","ATL","S",,,0,0,2024,"-0.63","1.25","0.13","2.52",,,,2,3,"Bot",,,,,,,8.231549523326672,-140.9084844552318,-5.835917760840744,-10.21316812902031,31.83840023782851,-14.359118738509686,"3.44","1.76",,,,"97.6",2234,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.77",,,,,,,,22,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",219,"0","-0.016",,,,"0.016",,-1,-1,"0.384","0.384",24,31,24,31,2,1,5,1,6,2,"1.18","0.63","0.63","34.1"
"FC","2024-09-01","93.8","-2.4","5.7","Schwellenbach, Spencer",656941,680885,"field_out","hit_into_play",,,,,1,"Kyle Schwarber pops out to third baseman Gio Urshela.","R","L","R","PHI","ATL","X",5,"popup",1,0,2024,"-0.02","1.09","-0.36","2.91",,,,1,3,"Bot",114.95,145.08,,,,,5.385341311294494,-136.57071571440264,-4.032380028450849,-1.3403538277152227,26.40757139001523,-17.750302260245192,"3.34","1.56",148,"96.3",68,"95.2",2383,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.69",0.006,0.006,"0",1,0,0,3,21,2,"Cutter",0,1,0,1,1,0,0,1,"Infield shade","Standard",196,"-0.019","-0.186","82.5","7.7",0.006,"0.186","96.3",-1,-1,"0.403","0.403",24,31,24,31,2,1,5,1,6,2,"1.47","0.02","-0.02","33.4"
"FS","2024-09-01","83.6","-2.42","5.51","Schwellenbach, Spencer",656941,680885,,"ball",,,,,11,"Kyle Schwarber pops out to third baseman Gio Urshela.","R","L","R","PHI","ATL","B",,,0,0,2024,"-1.01","-0.08","-1.62","2.7",,,,1,3,"Bot",,,,,,,3.8601753234829816,-121.78435181192502,0.05087348562830529,-10.784469506908662,21.696656916266196,-33.220056732018584,"3.14","1.47",,,,"84.8",1359,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.67",,,,,,,,21,1,"Split-Finger",0,1,0,1,1,0,0,1,"Infield shade","Standard",246,"0","0.025",,,,"-0.025",,-1,-1,"0.403","0.403",24,31,24,31,2,1,5,1,6,2,"3.31","1.01","-1.01","35.3"
"FC","2024-09-01","94.5","-2.22","5.65","Schwellenbach, Spencer",624641,680885,"strikeout","swinging_strike",,,,,12,"Edmundo Sosa strikes out swinging.","R","R","R","PHI","ATL","S",2,,1,2,2024,"-0.01","1.06","1.43","2.86",,,,0,3,"Bot",,,,,,,9.6081197480241,-137.34828209472025,-4.023294102685533,-1.991715697442174,26.807308881840225,-17.981483215856333,"3.55","1.7",,,,"95.7",2359,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.74",,0,"0",1,0,0,,20,4,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",205,"-0.027","-0.167","71.4","8.5",,"0.167",,-1,-1,"0.43","0.43",24,28,24,28,1,0,5,1,6,2,"1.47","0.01","0.01","36.0"
"FC","2024-09-01","92.2","-2.24","5.74","Schwellenbach, Spencer",624641,680885,,"swinging_strike",,,,,9,"Edmundo Sosa strikes out swinging.","R","R","R","PHI","ATL","S",,,1,1,2024,"-0.07","0.97","0.29","2.22",,,,0,3,"Bot",,,,,,,6.668653804172546,-134.14987773617125,-5.349644157821074,-2.1434737345927797,25.0804554307043,-19.513056024206143,"3.55","1.7",,,,"93.7",2404,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.65",,,,,,,,20,3,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",202,"0","-0.051","74.1","9.2",,"0.051",,-1,-1,"0.43","0.43",24,28,24,28,1,0,5,1,6,2,"1.68","0.07","0.07","35.9"
"FC","2024-09-01","91.7","-2.32","5.64","Schwellenbach, Spencer",624641,680885,,"ball",,,,,14,"Edmundo Sosa strikes out swinging.","R","R","R","PHI","ATL","B",,,0,1,2024,"0.14","0.95","1.5","1.44",,,,0,3,"Bot",,,,,,,9.428712593447258,-133.1980198194376,-6.929443580763634,-0.024475447184468063,24.510402018746614,-19.574931105013714,"3.55","1.74",,,,"93",2351,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.68",,,,,,,,20,2,"Cutter",0,1,0,1,1,0,0,1,"Standard","Standard",198,"0","0.023",,,,"-0.023",,-1,-1,"0.43","0.43",24,28,24,28,1,0,5,1,6,2,"1.74","-0.14","-0.14","36.6"
"FF","2024-09-01","96.3","-2.2","5.67","Schwellenbach, Spencer",624641,680885,,"called_strike",,,,,9,"Edmundo Sosa strikes out swinging.","R","R","R","PHI","ATL","S",,,0,0,2024,"-0.62","1.2","0.4","2.21",,,,0,3,"Bot",,,,,,,8.371558648740262,-139.965598932699,-6.401512392042346,-10.023962405075745,29.740018517662765,-15.103461709397706,"3.55","1.76",,,,"97.3",2303,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.73",,,,,,,,20,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",215,"0","-0.033",,,,"0.033",,-1,-1,"0.43","0.43",24,28,24,28,1,0,5,1,6,2,"1.25","0.62","0.62","37.7"
"CU","2024-09-01","81.5","-2.63","5.39","Schwellenbach, Spencer",669720,680885,"field_out","hit_into_play",,,,,4,"Austin Hays flies out to left fielder Jarred Kelenic.","R","R","R","PHI","ATL","X",7,"fly_ball",2,2,2024,"0.88","-1.07","-0.31","2.11",,,669016,2,2,"Bot",73.23,104.57,,,,,3.5512772417956358,-118.6038839826627,1.3186211817493485,7.604115514502382,23.85079406026138,-42.69166549889909,"3.15","1.46",267,"83.9",46,"82.1",2421,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.71",0.006,0.007,"0",1,0,0,3,15,5,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",48,"-0.024","-0.197","61.7","6.8",0.013,"0.197","88.0",0,0,"0.524","0.524",24,28,24,29,1,0,5,1,6,23,"4.51","-0.88","-0.88","32.5"
"SL","2024-09-01","86.9","-2.43","5.53","Schwellenbach, Spencer",669720,680885,,"ball",,,,,14,"Austin Hays flies out to left fielder Jarred Kelenic.","R","R","R","PHI","ATL","B",,,1,2,2024,"0.45","-0.3","1.11","1.95",,,669016,2,2,"Bot",,,,,,,7.661175155030752,-126.47943413169773,-1.8538336798354207,3.464688799607215,23.654083894113906,-35.28949502280547,"3.27","1.52",,,,"88.4",2556,"7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.48",,,,,,,,15,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",77,"0","0.032",,,,"-0.032",,0,0,"0.524","0.524",24,28,24,29,1,0,5,1,6,23,"3.3","-0.45","-0.45","33.9"
"SI","2024-09-01","95","-2.51","5.39","Schwellenbach, Spencer",669720,680885,,"foul",,,,,13,"Austin Hays flies out to left fielder Jarred Kelenic.","R","R","R","PHI","ATL","S",,,1,1,2024,"-1.39","0.4","-0.87","1.21",,,669016,2,2,"Bot",,,,,,,7.4698217430053475,-138.17136021828148,-6.273653782532375,-19.44501280131717,29.049928765586216,-25.807122698105914,"3.15","1.46",3,"77.5",-26,"96",1881,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.76",,,,,,,,15,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",228,"0","-0.05","71.2","7.3",,"0.05","88.0",0,0,"0.524","0.524",24,28,24,29,1,0,5,1,6,23,"2.11","1.39","1.39","27.0"
"CU","2024-09-01","83.2","-2.54","5.36","Schwellenbach, Spencer",669720,680885,,"ball",,,,,14,"Austin Hays flies out to left fielder Jarred Kelenic.","R","R","R","PHI","ATL","B",,,0,1,2024,"0.35","-0.54","0.35","1.29",,,669016,2,2,"Bot",,,,,,,6.010898961378108,-121.15872284670365,-1.851934005467665,2.3234580287416535,23.2952315021784,-37.39661336408784,"3.15","1.47",,,,"84.3",2392,"7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.54",,,,,,,,15,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",56,"0","0.027",,,,"-0.027",,0,0,"0.524","0.524",24,28,24,29,1,0,5,1,6,23,"3.83","-0.35","-0.35","31.7"
"SI","2024-09-01","94.7","-2.59","5.51","Schwellenbach, Spencer",669720,680885,,"foul",,,,,13,"Austin Hays flies out to left fielder Jarred Kelenic.","R","R","R","PHI","ATL","S",,,0,0,2024,"-1.28","0.75","-1.23","2.04",,,669016,2,2,"Bot",,,,,,,6.446080222877864,-137.75655483223744,-5.108067663884388,-17.67989042693791,29.91969485946565,-21.69754545396786,"3.15","1.46",5,"102.5",-23,"95.4",1870,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.82",,,,,,,,15,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",224,"0","-0.039","80.5","7.8",,"0.039","102.5",0,0,"0.524","0.524",24,28,24,29,1,0,5,1,6,23,"1.79","1.28","1.28","32.5"
"FF","2024-09-01","96.8","-2.52","5.52","Schwellenbach, Spencer",669016,680885,"force_out","hit_into_play",,,,,6,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","X",5,"ground_ball",1,2,2024,"-0.62","1.13","0.52","2.48",,,681082,1,2,"Bot",113.93,161.37,,,,,9.602766681198446,-140.68720435811312,-5.194767033805654,-10.278738834422017,29.740114683522425,-16.189841697336878,"3.19","1.54",15,"83.9",-7,"97.8",2249,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.75",0.14,0.144,"0",1,0,0,2,14,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",221,"-0.029","-0.288","65.3","5.5",0.176,"0.288","88.0",0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"1.3","0.62","-0.62","33.8"
"FS","2024-09-01","83.8","-2.47","5.41","Schwellenbach, Spencer",669016,680885,,"foul",,,,,7,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","S",,,1,2,2024,"-0.74","0.04","-0.44","1.49",,,681082,1,2,"Bot",,,,,,,6.194889431985149,-121.97234182409561,-2.8490981032192106,-8.496559008018226,20.46284270880391,-31.427692598417753,"3.19","1.54",244,"79",43,"85.2",1288,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.66",,,,,,,,14,5,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",245,"0","0","68.8","7.4",,"0","88.0",0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"3.16","0.74","-0.74","36.2"
"FF","2024-09-01","96.1","-2.47","5.63","Schwellenbach, Spencer",669016,680885,,"foul",,,,,1,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","S",,,1,2,2024,"-0.55","1.11","-0.44","2.83",,,681082,1,2,"Bot",,,,,,,6.660758039125415,-139.74987110182227,-4.3459921502326715,-8.758626477833284,31.27789850055941,-16.844007620531418,"3.19","1.54",267,"86.2",47,"96.5",2224,"6.5",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.96",,,,,,,,14,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,"0","0","73.8","6.6",,"0","88.0",0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"1.36","0.55","-0.55","29.1"
"FF","2024-09-01","96.8","-2.53","5.58","Schwellenbach, Spencer",669016,680885,,"ball",,,,,11,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","B",,,0,2,2024,"-0.58","1.17","-0.77","3.43",,,681082,1,2,"Bot",,,,,,,6.071097017102078,-140.92535796801155,-2.867139291143733,-9.159060722534157,32.73404399308456,-16.15721448338898,"3.19","1.57",,,,"97.3",2189,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.91",,,,,,,,14,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",225,"0","0.026",,,,"-0.026",,0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"1.27","0.58","-0.58","30.8"
"FF","2024-09-01","95","-2.61","5.53","Schwellenbach, Spencer",669016,680885,,"foul",,,,,5,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","S",,,0,1,2024,"-0.58","1.09","0.11","2.42",,,681082,1,2,"Bot",,,,,,,8.4847695151949,-138.1948499335881,-5.010186893344502,-9.27413311686262,28.672187194635033,-17.248868215519817,"3.19","1.54",217,"75.4",48,"95.9",2155,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.82",,,,,,,,14,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",226,"0","-0.061","73.9","6.8",,"0.061","88.0",0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"1.42","0.58","-0.58","28.2"
"CU","2024-09-01","80.6","-2.55","5.38","Schwellenbach, Spencer",669016,680885,,"called_strike",,,,,5,"Brandon Marsh grounds into a force out, third baseman Gio Urshela to second baseman Whit Merrifield.   Bryson Stott out at 2nd.    Brandon Marsh to 1st.","R","L","R","PHI","ATL","S",,,0,0,2024,"0.71","-0.39","0.25","2.38",,,681082,1,2,"Bot",,,,,,,4.912515999109086,-117.30242936662628,0.708072138344634,5.74132427369495,20.70030355275155,-36.11850766892926,"3.19","1.52",,,,"81.5",2271,"6.8",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.74",,,,,,,,14,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",54,"0","-0.047",,,,"0.047",,0,0,"0.553","0.553",24,26,24,27,1,0,5,2,6,2,"3.88","-0.71","0.71","32.1"
"FC","2024-09-01","92.4","-2.48","5.52","Schwellenbach, Spencer",592663,680885,"field_out","hit_into_play",,,,,5,"J.T. Realmuto flies out to right fielder Jorge Soler.","R","R","R","PHI","ATL","X",9,"fly_ball",1,0,2024,"0.14","0.77","0.15","2.94",,,681082,0,2,"Bot",196.91,115.78,,,,,6.456659188462874,-134.59672118183434,-2.5086980401961805,0.43101228429441074,27.03242911388577,-22.41542770554754,"3.68","1.74",271,"83.3",45,"93.5",2377,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.8",0.009,0.01,"0",1,0,0,3,13,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",196,"-0.035","-0.431","78.8","7.2",0.016,"0.431","88.0",0,0,"0.588","0.588",24,33,24,33,1,0,5,1,6,2,"1.88","-0.14","-0.14","32.6"
"FF","2024-09-01","95.4","-2.56","5.63","Schwellenbach, Spencer",592663,680885,,"ball",,,,,11,"J.T. Realmuto flies out to right fielder Jorge Soler.","R","R","R","PHI","ATL","B",,,0,0,2024,"-0.42","1.07","-0.75","4.3",,,681082,0,2,"Bot",,,,,,,5.733453231404223,-138.92859332657008,-0.29783511731302004,-6.600143855511396,28.967430882759086,-18.396910736721672,"3.83","1.79",,,,"96.3",2126,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.88",,,,,,,,13,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,"0","0.062",,,,"-0.062",,0,0,"0.588","0.588",24,33,24,33,1,0,5,1,6,2,"1.42","0.42","0.42","30.9"
"FF","2024-09-01","96.9","-2.39","5.61","Schwellenbach, Spencer",681082,680885,"walk","ball",,,,,11,"Bryson Stott walks.","R","L","R","PHI","ATL","B",,,3,2,2024,"-0.49","1.06","-1.15","3.24",,,,0,2,"Bot",,,,,,,4.472241832591293,-141.15241156015594,-3.2901049182178954,-7.509515142616846,29.65027382950337,-17.35876648514102,"3.26","1.64",,,,"98",2299,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.84",,0.689131,"0.7",1,0,0,,12,7,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",221,"0.038","0.333",,,,"-0.333",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"1.34","0.49","-0.49","30.4"
"FF","2024-09-01","96.7","-2.42","5.63","Schwellenbach, Spencer",681082,680885,,"foul",,,,,11,"Bryson Stott walks.","R","L","R","PHI","ATL","S",,,3,2,2024,"-0.48","1.11","-0.02","3.89",,,,0,2,"Bot",,,,,,,7.541111531085421,-140.7036678058507,-1.6535459439007132,-8.042107359418518,29.25939457704804,-17.161732053685316,"3.26","1.55",254,"77.8",33,"97.6",2351,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.9",,,,,,,,12,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",220,"0","0","62.0","5.6",,"0","88.0",0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"1.31","0.48","-0.48","35.1"
"FS","2024-09-01","86.6","-2.41","5.39","Schwellenbach, Spencer",681082,680885,,"ball",,,,,13,"Bryson Stott walks.","R","L","R","PHI","ATL","B",,,2,2,2024,"-0.82","-0.08","-1.19","0.51",,,,0,2,"Bot",,,,,,,4.645417544236703,-126.0419122816818,-5.397862685897788,-9.64770376252543,24.179572772415877,-32.133757293915224,"3.26","1.54",,,,"87.9",1280,"7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.5",,,,,,,,12,5,"Split-Finger",0,0,0,0,0,0,0,0,"Strategic","Standard",245,"0","0.096",,,,"-0.096",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"3.1","0.82","-0.82","36.5"
"FF","2024-09-01","97.4","-2.39","5.63","Schwellenbach, Spencer",681082,680885,,"called_strike",,,,,8,"Bryson Stott walks.","R","L","R","PHI","ATL","S",,,2,1,2024,"-0.61","1.24","-0.12","1.9",,,,0,2,"Bot",,,,,,,7.5494447387821495,-141.54502161145044,-7.419295209364651,-9.90478345870433,31.30651632380164,-13.912840230522562,"3.31","1.57",,,,"98.2",2256,"6.7",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.78",,,,,,,,12,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",222,"0","-0.062",,,,"0.062",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"1.16","0.61","-0.61","29.6"
"FF","2024-09-01","97","-2.42","5.56","Schwellenbach, Spencer",681082,680885,,"ball",,,,,13,"Bryson Stott walks.","R","L","R","PHI","ATL","B",,,1,1,2024,"-0.6","1.19","-0.91","2.12",,,,0,2,"Bot",,,,,,,5.425400061992624,-141.11440434054128,-6.440434315415043,-9.287126243920186,30.615105835113173,-15.057915548577403,"3.31","1.57",,,,"97.7",2210,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.93",,,,,,,,12,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,"0","0.048",,,,"-0.048",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"1.23","0.6","-0.6","30.1"
"FS","2024-09-01","84.9","-2.45","5.42","Schwellenbach, Spencer",681082,680885,,"ball",,,,,13,"Bryson Stott walks.","R","L","R","PHI","ATL","B",,,0,1,2024,"-0.83","-0.29","-0.84","0.96",,,,0,2,"Bot",,,,,,,5.504987527184076,-123.47910610589159,-3.5396707615177743,-9.624629919891659,24.379273379729653,-34.64632948486113,"3.27","1.59",,,,"85.8",1273,"6.9",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.64",,,,,,,,12,2,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",250,"0","0.023",,,,"-0.023",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"3.45","0.83","-0.83","32.3"
"FF","2024-09-01","96.1","-2.45","5.68","Schwellenbach, Spencer",681082,680885,,"called_strike",,,,,4,"Bryson Stott walks.","R","L","R","PHI","ATL","S",,,0,0,2024,"-0.68","1.29","-0.48","2.5",,,,0,2,"Bot",,,,,,,6.7825268127079426,-139.81225605090074,-5.816094223884401,-10.489847706950723,30.816947915981167,-14.053889745686794,"3.34","1.72",,,,"96.7",2340,"6.6",745536,518595,621566,593160,570482,606115,672284,671739,624585,"53.93",,,,,,,,12,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,"0","-0.033",,,,"0.033",,0,0,"0.55","0.55",24,26,24,27,1,0,5,2,6,2,"1.17","0.68","-0.68","33.0"
